,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,ori_rep,new_capacity,cum_emission,cum_red,cum_red_prev
461,H L Spurlock,KY,38.7,-83.8181,1977,Coal,1607,8104889000.0,73851755.807,7577184.401000001,Gas,-24.785329327705387,4811519.134899827,Coal→Gas,2472.3076923076924,420496728.0220002,0.30329255086351753,0.2984810317286177
318,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331,Gas,-24.5694891951856,4493758.379943697,Coal→Gas,2216.923076923077,427485210.35300016,0.3077863092434612,0.30329255086351753
500,Coleto Creek,TX,28.7128,-97.214167,1980,Coal,622,2705523000.0,28661161.895,3005980.887,Gas,-24.484614594010356,2082763.926504287,Coal→Gas,956.9230769230769,430491191.2400002,0.3098690731699655,0.3077863092434612
454,Newton,IL,38.9361,-88.2781,1977,Coal,1234,2860079000.0,28793934.068,3019906.626,Gas,-24.479597400581554,2043949.873402584,Coal→Gas,1898.4615384615383,433511097.8660002,0.3119130230433681,0.3098690731699655
431,South Oak Creek,WI,42.8457,-87.8294,1959,Coal,1258,3381674000.0,33900439.978,3553613.478,Gas,-24.421754180599756,2399670.6759364507,Coal→Gas,1935.3846153846152,437064711.34400016,0.31431269371930454,0.3119130230433681
583,Neil Simpson II,WY,44.2856,-105.3833,1995,Coal,130,786000000.0,9468885.876,960076.625,Gas,-24.187712846983537,691866.548445622,Coal→Gas,200.0,438024787.96900016,0.3150045602677502,0.31431269371930454
510,Merom,IN,39.0694,-87.5108,1982,Coal,1080,2808884000.0,29308006.55,3007001.638,Gas,-24.183855489856725,2048514.3699689978,Coal→Gas,1661.5384615384614,441031789.6070002,0.3170530746377192,0.3150045602677502
509,Laramie River Station,WY,42.108889,-104.8825,1981,Coal,1710,8652304000.0,97551039.731,10231153.943,Gas,-23.75826562602828,7278691.960542301,Coal→Gas,2630.769230769231,451262943.5500002,0.3243317665982615,0.3170530746377192
442,Naughton,WY,41.7581,-110.5983,1963,Coal,832,2905299000.0,30338463.637,3056807.435,Gas,-23.725207647951372,2065420.072145855,Coal→Gas,1280.0,454319750.9850002,0.3263971866704074,0.3243317665982615
32,Limestone,TX,31.4219,-96.2525,1985,Coal,1849,6332172000.0,63944990.991,6702640.393999999,Gas,-23.614954022505938,4541886.784743652,Coal→Gas,2844.6153846153843,461022391.3790002,0.33093907345515106,0.3263971866704074
486,Wyodak,WY,44.290128,-105.381482,1978,Coal,402,2010496000.0,22292803.882,2338068.07,Gas,-22.915259788064752,1652018.087719757,Coal→Gas,618.4615384615385,463360459.4490002,0.3325910915428708,0.33093907345515106
491,A B Brown,IN,37.9053,-87.715,1979,Coal,706,2369786000.0,25549087.069,2609644.344,Gas,-22.901081112413127,1800992.3281253264,Coal→Gas,1086.1538461538462,465970103.79300016,0.3343920838709961,0.3325910915428708
1276,"Sentinel Energy Center, LLC",CA,33.934167,-116.571388,2013,Gas_SC,800,730710000.0,5964026.111,354436.256,Wind,-22.90093821237404,354436.256,Gas_SC→Wind,1538.4615384615386,466324540.04900014,0.3347465201269961,0.3343920838709961
472,Trimble County,KY,38.5847,-85.4117,1990,Coal,2594,9717610000.0,84222695.172,8478734.484,Gas,-22.83570630605896,5162753.6671735495,Coal→Gas,3990.7692307692305,474803274.5330002,0.3399092737941697,0.3347465201269961
456,W H Zimmer,OH,38.8675,-84.2289,1991,Coal,1425,6078823000.0,54657422.842,5591345.667,Gas,-22.538551279370413,3517043.3995820433,Coal→Gas,2192.3076923076924,480394620.20000017,0.3434263171937517,0.3399092737941697
692,Springerville,AZ,34.3186,-109.1639,1985,Coal,2176,8527353000.0,83732537.387,8777652.853,Gas,-22.5248187431111,5867828.424327983,Coal→Gas,3347.6923076923076,489172273.05300015,0.34929414561807964,0.3434263171937517
508,John Twitty Energy Center,MO,37.151706,-93.38804,1976,Coal,603,1828216000.0,17677672.701,1796233.656,Gas,-22.388909176235273,1172383.8426183984,Coal→Gas,927.6923076923076,490968506.7090002,0.35046652946069806,0.34929414561807964
718,Greenleaf 2 Power Plant,CA,39.1365,-121.6397,1989,Gas_SC,49,63901000.0,647270.177,38468.761,Wind,-22.041282518811244,38468.761,Gas_SC→Wind,94.23076923076924,491006975.47000015,0.35050499822169806,0.35046652946069806
365,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285,Gas,-21.999700413741074,1706485.221957697,Coal→Gas,1093.8461538461538,493711212.7550002,0.3522114834436557,0.35050499822169806
424,Mt Storm,WV,39.2008,-79.2636,1965,Coal,1680,5067481000.0,50102368.115,5140495.682,Gas,-21.785290622062192,3411297.8869009465,Coal→Gas,2584.6153846153848,498851708.43700016,0.3556227813305567,0.3522114834436557
471,Jeffrey Energy Center,KS,39.286453,-96.117231,1978,Coal,2160,7742614000.0,77712558.28,8145164.31,Gas,-21.66205812175956,5503119.661563613,Coal→Gas,3323.076923076923,506996872.74700016,0.36112590099212033,0.3556227813305567
501,Fayette Power Project,TX,29.9172,-96.7506,1979,Coal,1690,9411477000.0,97702623.278,10247053.41,Gas,-21.454051930208298,7035535.640712763,Coal→Gas,2600.0,517243926.1570002,0.3681614366328331,0.36112590099212033
148,Lawrence Energy Center,KS,39.0072,-95.269167,1952,Coal,604,2137047000.0,21159756.632,2181852.158,Gas,-21.419257852737395,1452618.6472235317,Coal→Gas,929.2307692307692,519425778.3150002,0.3696140552800566,0.3681614366328331
484,Nebraska City,NE,40.6214,-95.7764,1979,Coal,1389,8317716000.0,83716848.543,8770945.502,Gas,-21.219234072564706,5932656.3860743325,Coal→Gas,2136.9230769230767,528196723.81700015,0.3755467116661309,0.3696140552800566
673,Columbia (WI),WI,43.4864,-89.4203,1975,Coal,1112,5644215000.0,59242619.219,6212741.745,Gas,-21.09090591532423,4286742.58820691,Coal→Gas,1710.7692307692307,534409465.56200016,0.3798334542543378,0.3755467116661309
121,Michigan City,IN,41.7208,-86.9086,1950,Coal,680,1658109000.0,16260738.308,1705426.85,Gas,-21.036850288910514,1139623.361672388,Coal→Gas,1046.1538461538462,536114892.4120002,0.3809730776160102,0.3798334542543378
441,Dave Johnston,WY,42.8378,-105.7769,1959,Coal,921,4779630000.0,51464143.522,5397569.887,Gas,-20.993519004654676,3766596.6959038144,Coal→Gas,1416.923076923077,541512462.2990001,0.384739674311914,0.3809730776160102
350,Keystone,PA,40.6604,-79.3411,1967,Coal,1880,7931612000.0,77364299.749,7937574.553,Gas,-20.990062759159162,5231037.324349079,Coal→Gas,2892.3076923076924,549450036.8520001,0.3899707116362631,0.384739674311914
1299,Charles D. Lamb Energy Center,OK,36.813889,-97.125278,2015,Gas_SC,122,118247000.0,1401776.227,83307.952,Wind,-20.938865955122502,83307.952,Gas_SC→Wind,234.61538461538464,549533344.8040001,0.39005401958826313,0.3899707116362631
111,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61,Gas,-20.916145092185147,2939716.879199921,Coal→Gas,2912.3076923076924,553999496.4140002,0.39299373646746305,0.39005401958826313
103,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,1951,Gas_CC,639,1171248000.0,11380872.664,676329.532,Wind,-20.213815607401653,676329.532,Gas_CC→Wind,1228.8461538461538,554675825.9460001,0.3936700659994631,0.39299373646746305
506,Harrington,TX,35.29816,-101.747187,1976,Coal,1080,3689626000.0,35342404.537,3685235.861,Gas,-20.174099730514254,2426209.3063981887,Coal→Gas,1661.5384615384614,558361061.807,0.3960962753058613,0.3936700659994631
119,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229,Gas,-19.634366510723485,4832900.438591578,Coal→Gas,3307.6923076923076,565557196.036,0.4009291757444529,0.3960962753058613
146,La Cygne,KS,38.3481,-94.6456,1973,Coal,1598,6650553000.0,65925746.963,6912975.648,Gas,-19.409986277715888,4643579.554795231,Coal→Gas,2458.4615384615386,572470171.684,0.4055727552992481,0.4009291757444529
517,Ottumwa,IA,41.0961,-92.555833,1981,Coal,725,2751569000.0,28662182.975,3005151.0130000003,Gas,-19.218443784231408,2066221.58280324,Coal→Gas,1115.3846153846155,575475322.697,0.40763897688205136,0.4055727552992481
272,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118,Gas,-19.210953493977232,5413158.976898223,Coal→Gas,3490.769230769231,583701534.815,0.41305213585894957,0.40763897688205136
686,Jim Bridger,WY,41.7378,-108.7875,1974,Coal,2441,11336603000.0,117039764.935,12275116.354,Gas,-19.200711289695686,8406679.765581945,Coal→Gas,3755.3846153846152,595976651.169,0.4214588156245315,0.41305213585894957
635,Pirkey,TX,32.4607,-94.4852,1985,Coal,721,2379413000.0,22761955.815,2478093.857,Gas,-19.197353570701747,1666156.7795388263,Coal→Gas,1109.2307692307693,598454745.026,0.4231249724040703,0.4214588156245315
82,Crystal River,FL,28.9656,-82.6977,1966,Coal,5299,15609828000.0,116870276.679,8557198.43,Gas,-18.91312666547832,3230591.3525436716,Coal→Gas,8152.307692307692,607011943.456,0.426355563756614,0.4231249724040703
534,Louisa,IA,41.3181,-91.0931,1983,Coal,811,2046614000.0,19483009.331,2043380.589,Gas,-18.85974599829527,1345005.9100976312,Coal→Gas,1247.6923076923078,609055324.045,0.4277005696667116,0.426355563756614
535,Warrick,IN,37.915,-87.3328,1960,Coal,821,5239879000.0,57585408.857,5908255.332,Gas,-18.835093452178363,4120229.444308298,Coal→Gas,1263.0769230769229,614963579.377,0.4318207991110199,0.4277005696667116
691,Coyote,ND,47.221447,-101.815722,1981,Coal,450,2540150000.0,26724753.022,2909520.876,Gas,-18.605939289308328,2042734.8378834564,Coal→Gas,692.3076923076924,617873100.253,0.43386353394890337,0.4318207991110199
1216,Hunlock Unit 4,PA,41.2025,-76.068333,2000,Gas_SC,44,43761000.0,348114.654,20688.529,Wind,-18.447472707482266,20688.529,Gas_SC→Wind,84.61538461538461,617893788.7820001,0.43388422247790337,0.43386353394890337
290,Northport,NY,40.923565,-73.342323,1967,Gas_SC,1564,3136361000.0,31779700.968,1892666.569,Wind,-18.376242731685917,1892666.569,Gas_SC→Wind,3007.692307692308,619786455.3510001,0.43577688904690337,0.43388422247790337
1220,Plum Point Energy Station,AR,35.6644,-89.9489,2010,Coal,720,3579835000.0,35408538.771,3713368.926,Gas,-18.220195843400774,2491806.814801473,Coal→Gas,1107.6923076923078,623499824.2770001,0.4382686958617048,0.43577688904690337
690,Ray D Nixon,CO,38.633451,-104.70577,1980,Coal,281,1384958000.0,12034998.047,1258624.29,Gas,-18.17863932364412,786029.2630221396,Coal→Gas,432.3076923076923,624758448.567,0.43905472512472693,0.4382686958617048
475,Colstrip,MT,45.8831,-106.614,1975,Coal,2362,8885187000.0,86999147.495,9121047.328,Gas,-18.066204941774192,6089117.702720147,Coal→Gas,3633.846153846154,633879495.895,0.4451438428274471,0.43905472512472693
110,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1,Gas,-17.859079587091554,2913987.1614445397,Coal→Gas,1689.2307692307693,638326361.995,0.44805782998889165,0.4451438428274471
314,Leland Olds,ND,47.280769,-101.321213,1966,Coal,656,3386956000.0,34761578.759,3784483.071,Gas,-17.636859463053792,2628737.8699232694,Coal→Gas,1009.2307692307692,642110845.066,0.45068656785881495,0.44805782998889165
345,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999,Gas,-17.58723467224057,5057036.242489358,Coal→Gas,3018.4615384615386,649961301.199,0.45574360410130427,0.45068656785881495
895,Gregory Power Plant,TX,27.88929,-97.258417,2000,Gas_CC,432,645490000.0,4464191.792,265300.42000000004,Wind,-17.454079509125698,265300.42000000004,Gas_CC→Wind,830.7692307692308,650226601.619,0.4560089045213043,0.45574360410130427
115,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772,Gas,-17.26168689014461,3355378.8398137195,Coal→Gas,2003.076923076923,655247796.3909999,0.459364283361118,0.4560089045213043
525,Antelope Valley,ND,47.370542,-101.83566,1984,Coal,954,6074541000.0,63158217.582,6876033.321,Gas,-17.23586230406693,4803192.218401135,Coal→Gas,1467.6923076923078,662123829.7119999,0.46416747557951915,0.459364283361118
494,Martin Lake,TX,32.2606,-94.5706,1977,Coal,3179,14044368000.0,135840242.896,14788925.215,Gas,-17.157240117020503,9996506.61902308,Coal→Gas,4890.7692307692305,676912754.9269999,0.4741639821985422,0.46416747557951915
135,Burlington (IA),IA,40.7412,-91.116667,1968,Coal,288,1224617000.0,12458284.273,1305468.737,Gas,-16.865965307511978,887587.5419366504,Coal→Gas,443.0769230769231,678218223.6639999,0.47505156974047885,0.4741639821985422
133,Walter Scott Jr Energy Center,IA,41.18,-95.8408,1954,Coal,1777,5450692000.0,52232489.325,5478142.3,Gas,-16.528350091289585,3618179.8081496996,Coal→Gas,2733.846153846154,683696365.9639999,0.47866974954862856,0.47505156974047885
476,Gerald Gentleman,NE,41.0808,-101.1408,1979,Coal,1362,7412380000.0,69650462.925,7304937.575,Gas,-16.35423844361249,4775580.059414579,Coal→Gas,2095.3846153846152,691001303.5389999,0.48344532960804315,0.47866974954862856
420,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999,Gas,-16.215162384564522,7292882.321344402,Coal→Gas,4510.769230769231,702183040.5379999,0.4907382119293875,0.48344532960804315
12,Holcomb,KS,37.9308,-100.9725,1983,Coal,348,1590954000.0,15249576.28,1599375.823,Gas,-16.190156460970556,1056487.916976471,Coal→Gas,535.3846153846154,703782416.3609998,0.491794699846364,0.4907382119293875
1082,Wygen 1,WY,44.2858,-105.3833,2003,Coal,90,770923000.0,8761068.827,918861.708,Gas,-15.88094585449406,655796.4193899098,Coal→Gas,138.46153846153848,704701278.0689998,0.4924504962657539,0.491794699846364
241,Thomas Hill,MO,39.5522,-92.6381,1966,Coal,1181,7266410000.0,70350121.873,7377929.471,Gas,-15.074794036852314,4898381.910725829,Coal→Gas,1816.923076923077,712079207.5399997,0.4973488781764797,0.4924504962657539
102,E D Edwards,IL,40.5958,-89.6631,1960,Coal,779,3338667000.0,32727715.523,3432477.373,Gas,-15.0363932239506,2293210.0299216593,Coal→Gas,1198.4615384615383,715511684.9129997,0.4996420882064013,0.4973488781764797
877,Rio Bravo,NM,35.026,-106.644,2000,Gas_SC,150,131297000.0,1508569.722,89766.982,Solar,-14.736587956764934,89766.982,Gas_SC→Solar,468.74999999999994,715601451.8949997,0.49973185518840135,0.4996420882064013
451,Pleasants Power Station,WV,39.366667,-81.294444,1979,Coal,1368,5439737000.0,51133697.24,5246313.091,Gas,-14.563069488802926,3390088.8197459504,Coal→Gas,2104.6153846153848,720847764.9859997,0.5031219440081472,0.49973185518840135
419,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626,Gas,-14.472700592671334,4523666.773535924,Coal→Gas,2735.3846153846157,727238046.6119998,0.5076456107816832,0.5031219440081472
1211,Wygen 2,WY,44.2919,-105.3811,2008,Coal,95,783825000.0,8916959.037,935205.921,Gas,-14.356285289983326,667738.0288177666,Coal→Gas,146.15384615384616,728173252.5329998,0.5083133488105009,0.5076456107816832
607,Bonanza,UT,40.0864,-109.2844,1986,Coal,609,3474383000.0,34851215.795,3575733.558,Gas,-13.792124739691877,2390155.2750366037,Coal→Gas,936.9230769230769,731748986.0909997,0.5107035040855377,0.5083133488105009
315,Milton R Young,ND,47.065854,-101.213093,1970,Coal,734,5172462000.0,51248532.513,5579430.04,Gas,-13.574890921085066,3814409.137971232,Coal→Gas,1129.2307692307693,737328416.1309997,0.5145179132235088,0.5107035040855377
458,Coal Creek,ND,47.377743,-101.157058,1979,Coal,1216,8841523000.0,87657916.149,9543316.525,Gas,-13.466728742069424,6526286.549570872,Coal→Gas,1870.7692307692307,746871732.6559997,0.5210441997730797,0.5145179132235088
537,Sikeston Power Station,MO,36.8791,-89.6209,1981,Coal,261,1783184000.0,16880136.51,1770392.745,Gas,-12.676304883742427,1161909.3898466388,Coal→Gas,401.53846153846155,748642125.4009997,0.5222061091629263,0.5210441997730797
489,Gibson,IN,38.372222,-87.765833,1975,Coal,3335,12883913000.0,121401225.622,12455766.038,Gas,-12.66011440716767,8059334.368725259,Coal→Gas,5130.7692307692305,761097891.4389997,0.5302654435316515,0.5222061091629263
520,Mountaineer,WV,38.9794,-81.9344,1980,Coal,1300,5764921000.0,53620440.307,5491899.428,Gas,-12.536360972123362,3524711.2565751383,Coal→Gas,2000.0,766589790.8669996,0.5337901547882268,0.5302654435316515
394,Plant X,TX,34.1661,-102.4114,1952,Gas_SC,434,976440000.0,10435557.995,620181.384,Wind,-12.39901605930102,620181.384,Gas_SC→Wind,834.6153846153846,767209972.2509996,0.5344103361722268,0.5337901547882268
688,Huntington,UT,39.3792,-111.0781,1974,Coal,1037,4963083000.0,47834902.969,4907864.5600000005,Gas,-12.337988996507923,3214290.9322955064,Coal→Gas,1595.3846153846152,772117836.8109995,0.5376246271045222,0.5344103361722268
232,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668,Gas,-12.07932855591663,11258459.927033003,Coal→Gas,3673.846153846154,789299926.4789995,0.5488830870315552,0.5376246271045222
497,Hunter,UT,39.1747,-111.0289,1978,Coal,1577,8738927000.0,84948794.276,8715742.669,Gas,-11.796647185842218,5733721.956947682,Coal→Gas,2426.153846153846,798015669.1479995,0.5546168089885029,0.5488830870315552
240,New Madrid,MO,36.5147,-89.5617,1972,Coal,1300,6524903000.0,59087591.284,6197073.609999999,Gas,-11.129018972905008,3970553.593282581,Coal→Gas,2000.0,804212742.7579995,0.5585873625817854,0.5546168089885029
122,Cayuga,IN,39.9242,-87.4244,1970,Coal,1182,4762761000.0,44187386.433,4526193.386,Gas,-11.045691640043763,2900976.4745239103,Coal→Gas,1818.4615384615383,808738936.1439996,0.5614883390563093,0.5585873625817854
0,Barry,AL,31.0069,-88.0103,1954,Coal,2839,11673453000.0,91895874.8,6846726.2,Gas,-10.761403501612776,2863344.873302883,Coal→Gas,4367.692307692308,815585662.3439996,0.5643516839296123,0.5614883390563093
1197,TS Power Plant,NV,40.7461,-116.5297,2008,Coal,406,1143626000.0,11928645.191,1249532.799,Gas,-10.376019347561742,859288.5025501563,Coal→Gas,624.6153846153846,816835195.1429996,0.5652109724321625,0.5643516839296123
495,Rush Island,MO,38.131248,-90.263157,1976,Coal,1242,7865413000.0,71684445.991,7518268.246,Gas,-9.953024430693143,4834320.3797636125,Coal→Gas,1910.7692307692307,824353463.3889997,0.570045292811926,0.5652109724321625
613,Smarr Energy Center,GA,32.9842,-83.8464,1999,Gas_SC,242,277558000.0,3503189.2800000003,208189.588,Wind,-9.856920180791763,208189.588,Gas_SC→Wind,465.3846153846154,824561652.9769998,0.570253482399926,0.570045292811926
526,Intermountain Power Project,UT,39.509731,-112.58018,1986,Coal,1640,7314550000.0,67177712.5,6892435.775,Gas,-9.375012968691577,4396461.200622359,Coal→Gas,2523.076923076923,831454088.7519997,0.5746499436005484,0.570253482399926
421,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081,Gas,-9.318021157681855,3275223.6363005694,Coal→Gas,1772.3076923076924,836629611.8329997,0.577925167236849,0.5746499436005484
470,Iatan,MO,39.4472,-94.98,1980,Coal,1725,7571663000.0,65703095.582,6890941.699,Gas,-8.591796733539148,4307231.377277415,Coal→Gas,2653.846153846154,843520553.5319997,0.5822323986141263,0.577925167236849
1237,Wygen III,WY,44.2919,-105.3806,2010,Coal,116,933026000.0,9668215.844,1014000.898,Gas,-6.831313107370714,695620.5228254134,Coal→Gas,178.46153846153848,844534554.4299997,0.5829280191369517,0.5822323986141263
1265,Canyon Power Plant,CA,33.858056,-117.861667,2011,Gas_SC,200,129525000.0,1171072.31,69598.04,Solar,-6.724666058037713,69598.04,Gas_SC→Solar,624.9999999999999,844604152.4699997,0.5829976171769516,0.5829280191369517
438,Weston,WI,44.8606,-89.6553,1954,Coal,1161,4569811000.0,38439205.681,4025257.937,Gas,-6.2459677231735204,2465882.1632734872,Coal→Gas,1786.1538461538462,848629410.4069997,0.5854634993402251,0.5829976171769516
422,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678,Gas,-5.9071560409715875,6717903.156471164,Coal→Gas,3156.9230769230767,859366968.0849997,0.5921814024966963,0.5854634993402251
93,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393,Wind,-5.801424714988914,1583518.393,Gas_CC→Wind,2709.6153846153848,860950486.4779997,0.5937649208896962,0.5921814024966963
642,North 1st,NY,40.7171,-73.9664,2001,Gas_SC,47,55257000.0,520139.494,30911.431,Wind,-5.457425910559128,30911.431,Gas_SC→Wind,90.38461538461539,860981397.9089997,0.5937958323206962,0.5937649208896962
1158,Prairie State Generating Station,IL,38.279167,-89.666944,2012,Coal,1766,12152389000.0,126592426.127,12988380.74,Gas,-3.722986839940455,8841570.073322415,Coal→Gas,2716.9230769230767,873969778.6489997,0.6026374023940186,0.5937958323206962
161,Paradise,KY,37.2608,-86.9783,1963,Coal,3718,7584661000.0,52114080.138,3316502.109,Gas,-3.173232686345936,728356.4252226395,Coal→Gas,5720.0,877286280.7579997,0.6033657588192413,0.6026374023940186
136,Ames Electric Services Power Plant,IA,42.0258,-93.6089,1968,Gas_SC,108,263519000.0,3554398.289,210709.305,Wind,-3.0863796737442564,210709.305,Gas_SC→Wind,207.6923076923077,877496990.0629996,0.6035764681242413,0.6033657588192413
629,Encogen,WA,48.746,-122.486,1993,Gas_CC,175,258757000.0,3304024.002,196358.765,Wind,-2.8941316926908667,196358.765,Gas_CC→Wind,336.53846153846155,877693348.8279996,0.6037728268892412,0.6035764681242413
1235,John W Turk Jr Power Plant,AR,33.649722,-93.811944,2012,Coal,609,3751582000.0,32814037.894,3441534.109,Gas,-2.824544097663876,2161366.048669177,Coal→Gas,936.9230769230769,881134882.9369996,0.6059341929379104,0.6037728268892412
123,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452,Gas,-2.5947580437496827,2005756.312500902,Coal→Gas,1456.923076923077,884129454.3889996,0.6079399492504114,0.6059341929379104
1055,Renaissance Power Plant,MI,43.1864,-84.8429,2002,Gas_SC,780,1183096000.0,12729140.542,756474.183,Wind,-1.6426310655458531,756474.183,Gas_SC→Wind,1500.0000000000002,884885928.5719995,0.6086964234334113,0.6079399492504114
602,Henry County,IN,39.9528,-85.5039,2001,Gas_SC,180,291662000.0,2922303.334,173667.662,Wind,-1.3402230668166477,173667.662,Gas_SC→Wind,346.1538461538462,885059596.2339995,0.6088700910954113,0.6086964234334113
1241,Dry Fork Station,WY,44.388889,-105.460833,2011,Coal,483,3531084000.0,34473079.203,3615537.429,Gas,-0.8536304413523335,2410610.8259975323,Coal→Gas,743.0769230769231,888675133.6629995,0.6112807019214089,0.6088700910954113
393,Nichols,TX,35.283357,-101.746423,1960,Gas_SC,473,1351105000.0,14264860.448,847745.3369999999,Wind,0.42502614271106004,847745.3369999999,Gas_SC→Wind,909.6153846153846,889522878.9999995,0.6121284472584089,0.6112807019214089
287,E F Barrett,NY,40.616689,-73.647881,1956,Gas_SC,684,1469493000.0,15812832.339,941535.239,Wind,0.7510327483064569,941535.239,Gas_SC→Wind,1315.3846153846155,890464414.2389995,0.6130699824974088,0.6121284472584089
1341,Victoria Port Power LLC,TX,28.695805,-96.945409,2019,Gas_SC,100,89423000.0,759650.819,45147.231,Wind,1.073440765256697,45147.231,Gas_SC→Wind,192.30769230769232,890509561.4699994,0.6131151297284088,0.6130699824974088
1243,Sandy Creek Energy Station,TX,31.474378,-96.957149,2013,Coal,1008,4884613000.0,47161984.870000005,4943073.232,Gas,1.3250720866971117,3276276.251505712,Coal→Gas,1550.7692307692307,895452634.7019994,0.6163914059799146,0.6131151297284088
1335,Salem Harbor Station NGCC,MA,42.525486,-70.878239,2018,Gas_CC,796,865595000.0,6190364.34,367883.891,Wind,2.194547044120992,367883.891,Gas_CC→Wind,1530.7692307692307,895820518.5929995,0.6167592898709146,0.6163914059799146
19,H Wilson Sundt Generating Station,AZ,32.16,-110.9047,1958,Gas_SC,736,1016524000.0,10599106.418,629887.725,Solar,3.410129797575637,629887.725,Gas_SC→Solar,2299.9999999999995,896450406.3179995,0.6173891775959146,0.6167592898709146
619,Ladysmith,VA,38.0722,-77.5133,2001,Gas_SC,890,1184227000.0,11435831.524,682849.364,Wind,4.1479398359020685,682849.364,Gas_SC→Wind,1711.5384615384614,897133255.6819994,0.6180720269599146,0.6173891775959146
100,Yates,GA,33.4622,-84.8986,1950,Gas_SC,1484,2428382000.0,25020975.687,1486953.61,Wind,5.028230329066558,1486953.61,Gas_SC→Wind,2853.846153846154,898620209.2919995,0.6195589805699145,0.6180720269599146
502,Oak Grove (TX),TX,31.1803,-96.4866,2010,Coal,3394,14156221000.0,131696051.869,14334643.816,Gas,5.184345751095761,9504057.151711583,Coal→Gas,5221.538461538462,912954853.1079994,0.6290630377216262,0.6195589805699145
1079,Green Power 2,TX,29.378097,-94.932773,2003,Gas_CC,861,1322500000.0,48285090.776,2869502.616,Wind,5.201660672154684,2869502.616,Gas_CC→Wind,1655.7692307692307,915824355.7239995,0.6319325403376262,0.6290630377216262
223,Jack Watson,MS,30.4392,-89.0286,1957,Gas_SC,1212,2392307000.0,23890945.719,1416769.574,Wind,5.738357582334648,1416769.574,Gas_SC→Wind,2330.769230769231,917241125.2979995,0.6333493099116262,0.6319325403376262
963,ANP Blackstone Energy Project,MA,42.059876,-71.515811,2001,Gas_CC,578,951288000.0,10517931.658,625063.477,Wind,6.598216425990664,625063.477,Gas_CC→Wind,1111.5384615384617,917866188.7749995,0.6339743733886262,0.6333493099116262
1238,San Jacinto County Peaking Facility,TX,30.4193,-95.0118,2001,Gas_SC,170,239685000.0,2826051.008,167945.994,Wind,6.726506321698923,167945.994,Gas_SC→Wind,326.92307692307696,918034134.7689995,0.6341423193826262,0.6339743733886262
1182,Elm Road Generating Station,WI,42.8492,-87.8336,2010,Coal,1402,8195897000.0,73817406.681,7739753.19,Gas,7.060522065288086,4943032.882364126,Coal→Gas,2156.9230769230767,925773887.9589995,0.6390853522649903,0.6341423193826262
358,Manchester Street,RI,41.8167,-71.4042,1995,Gas_CC,515,1107067000.0,13565120.175,804654.425,Wind,7.859673369188299,804654.425,Gas_CC→Wind,990.3846153846155,926578542.3839995,0.6398900066899903,0.6390853522649903
569,Richard M Flynn,NY,40.8158,-73.064,1994,Gas_CC,170,384941000.0,4680842.066,278476.368,Wind,8.03903230145356,278476.368,Gas_CC→Wind,326.92307692307696,926857018.7519995,0.6401684830579903,0.6398900066899903
274,Maddox,NM,32.714224,-103.301469,1963,Gas_SC,210,524387000.0,5440333.754,323309.838,Wind,8.090220333987176,323309.838,Gas_SC→Wind,403.8461538461538,927180328.5899996,0.6404917928959903,0.6401684830579903
893,Millennium Power,MA,42.112291,-72.015113,2001,Gas_CC,427,686521000.0,7559875.478,449275.269,Wind,8.853118877194609,449275.269,Gas_CC→Wind,821.1538461538462,927629603.8589996,0.6409410681649904,0.6404917928959903
1317,Exelon West Medway II LLC,MA,42.137218,-71.4447,2019,Gas_SC,200,208911000.0,1940048.243,115862.331,Wind,9.204633509895245,115862.331,Gas_SC→Wind,384.61538461538464,927745466.1899996,0.6410569304959904,0.6409410681649904
